GEO_ID,STATE_FIPS,CNTY_FIPS,TRACT,CENSUSAREA,STCOFIPS,FIPS,STATE_ABBR,STATE_NAME,COUNTY,LOCATION,TOTPOP,E_TOTPOP,M_TOTPOP,HU,E_HU,M_HU,HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDIP,M_NOHSDIP,AGE65,AGE17,SNGPRNT,MINORITY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,GROUPQ,E_P_POV,M_P_POV,E_P_UNEMP,M_P_UNEMP,E_P_PCI,M_P_PCI,E_P_NOHSDIP,M_P_NOHSDIP,P_AGE65,P_AGE17,P_SNGPRNT,P_MINORITY,E_P_LIMENG,M_P_LIMENG,E_P_MUNIT,M_P_MUNIT,E_P_MOBILE,M_P_MOBILE,E_P_CROWD,M_P_CROWD,E_P_NOVEH,M_P_NOVEH,P_GROUPQ,E_PL_POV,E_PL_UNEMP,E_PL_PCI,E_PL_NOHSDIP,S_PL_THEME1,R_PL_THEME1,PL_AGE65,PL_AGE17,PL_SNGPRNT,S_PL_THEME2,R_PL_THEME2,PL_MINORITY,E_PL_LIMENG,S_PL_THEME3,R_PL_THEME3,E_PL_MUNIT,E_PL_MOBILE,E_PL_CROWD,E_PL_NOVEH,PL_GROUPQ,S_PL_THEME4,R_PL_THEME4,S_PL_THEMES,R_PL_THEMES,F_PL_POV,F_PL_UNEMP,F_PL_PCI,F_PL_NOHSDIP,F_PL_THEME1,F_PL_AGE65,F_PL_AGE17,F_PL_SNGPRNT,F_PL_THEME2,F_PL_MINORITY,F_PL_LIMENG,F_PL_THEME3,F_PL_MUNIT,F_PL_MOBILE,F_PL_CROWD,F_PL_NOVEH,F_PL_GROUPQ,F_PL_THEME4,F_PL_TOTAL
1400000US42003980900,42,3,980900,0.561,42003,42003980900,PA,Pennsylvania,Allegheny County,"Census Tract 9809, Allegheny County, Pennsylvania",1797,1066,921,0,0,109,0,0,154,0,487,12195,3242,425,493,11,1,0,957,0,436,0,189,0,109,0,154,0,154,1797,0,-999,0,-999,12195,3242,0.406698,0.308548,0.006121,0.000556,0,0.532554,0,0.409005,0,-999,0,-999,0,-999,0,-999,1,0,0,0.9509,0.988,1.9389,0.4819,0.004,0.003,0,0.007,0.002,0.867,0,0.867,0.456,0,0,0,0,0.999,0.999,0.09,3.8119,0.0604,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3
1400000US42041981001,42,41,981001,0.94,42041,42041981001,PA,Pennsylvania,Cumberland County,"Census Tract 9810.01, Cumberland County, Pennsylvania",3451,3070,411,4,0,109,3,0,154,0,487,16927,2728,706,340,33,7,0,1977,93,382,0,189,0,109,0,154,0,154,3441,0,-999,0,-999,16927,2728,0.293555,0.133673,0.009562,0.002028,0,0.572877,0.030293,0.124363,0,-999,0,-999,0,-999,0,-999,0.997102,0,0,0.8429,0.947,1.7899,0.4271,0.005,0.004,0,0.009,0.003,0.875,0.861,1.736,0.908,0,0,0,0,0.998,0.998,0.089,4.5329,0.1377,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1400000US42003980500,42,3,980500,0.619,42003,42003980500,PA,Pennsylvania,Allegheny County,"Census Tract 9805, Allegheny County, Pennsylvania",27,52,31,16,29,16,14,0,154,0,487,26712,18071,14,423,6,3,0,0,0,436,0,189,0,109,0,154,0,154,0,0,-999,0,-999,26712,18071,0.26923,-999,0.222222,0.111111,0,0,0,-999,0,-999,0,-999,0,-999,0,-999,0,0,0,0.3924,0.928,1.3204,0.2825,0.899,0.043,0,0.942,0.081,0,0,0,0,0,0,0,0,0,0,0,2.2624,0.0044,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1400000US42007602400,42,7,602400,0.452,42007,42007602400,PA,Pennsylvania,Beaver County,"Census Tract 6024, Beaver County, Pennsylvania",1976,2048,208,958,894,73,892,0,154,66,425,31507,4863,73,381,406,375,62,88,13,423,58,159,13,21,0,154,29,31,5,0,0.082397,0.068464,0.440507,31507,4863,0.046975,0.245122,0.205465,0.189777,0.06950672,0.044534,0.006598,0.214719,0.064876,0.177773,0.014541,0.023459,0,0.185542,0.034939,0.037204,0.00253,0,0.53,0.2362,0.138,0.9042,0.1593,0.85,0.249,0.36,1.459,0.434,0.256,0.559,0.815,0.421,0.645,0.625,0,0.274,0.53,2.074,0.412,5.2522,0.2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42095017702,42,95,17702,1.593,42095,42095017702,PA,Pennsylvania,Northampton County,"Census Tract 177.02, Northampton County, Pennsylvania",2283,2202,148,908,903,36,890,0,154,45,438,38515,3633,53,363,569,456,24,222,10,408,11,155,0,109,0,154,11,110,3,0,0.070191,0.045824,0.445862,38515,3633,0.03136,0.214785,0.249233,0.199737,0.02696629,0.09724,0.004768,0.194563,0.012181,0.171649,0,0.120708,0,0.176403,0.0126,0.125999,0.001314,0,0.249,0.1208,0.073,0.4428,0.0419,0.949,0.34,0.025,1.314,0.288,0.492,0.482,0.974,0.528,0.371,0,0,0.089,0.447,0.907,0.071,3.6378,0.051,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42045407102,42,45,407102,1.619,42045,42045407102,PA,Pennsylvania,Delaware County,"Census Tract 4071.02, Delaware County, Pennsylvania",3169,3257,162,1157,1201,51,1132,0,154,89,396,39194,3397,76,364,442,768,52,191,17,423,0,189,5,9,0,154,21,111,0,0,0.047282,0.052538,0.23367,39194,3397,0.034218,0.163878,0.139476,0.242347,0.04593639,0.060271,0.005553,0.138189,0,0.157368,0.004163,0.007491,0,0.131736,0.017964,0.094947,0,0,0.331,0.1139,0.085,0.5299,0.0638,0.375,0.737,0.11,1.222,0.218,0.341,0.514,0.855,0.451,0,0.494,0,0.133,0,0.627,0.038,3.2339,0.0263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42091203207,42,91,203207,3.228,42091,42091203207,PA,Pennsylvania,Montgomery County,"Census Tract 2032.07, Montgomery County, Pennsylvania",3255,3149,125,1202,1084,52,1164,0,154,34,450,42843,4299,53,346,549,785,58,405,41,395,14,156,0,109,0,154,24,27,1,0,0.048904,0.022442,0.297012,42843,4299,0.024379,0.15915,0.168663,0.241167,0.04982817,0.124423,0.013531,0.130361,0.012915,0.14391,0,0.100553,0,0.143389,0.022346,0.025118,0.000307,0,0.052,0.0817,0.054,0.1877,0.0038,0.6,0.728,0.142,1.47,0.449,0.573,0.72,1.293,0.699,0.38,0,0,0.175,0.34,0.895,0.069,3.8457,0.0635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42101980100,42,101,980100,2.115,42101,42101980100,PA,Pennsylvania,Philadelphia County,"Census Tract 9801, Philadelphia County, Pennsylvania",74,67,52,46,39,20,40,0,154,0,487,45545,17181,8,422,15,8,0,13,0,436,0,189,0,109,0,154,8,110,0,0,2.298507,0,12.175,45545,17181,0.166666,8.791167,0.202702,0.108108,0,0.175675,0,6.507462,0,4.846153,0,2.794871,0,3.948717,0.205128,2.81855,0,0,0,0.0654,0.751,0.8164,0.1358,0.837,0.042,0,0.879,0.071,0.666,0,0.666,0.323,0,0,0,0.813,0,0.813,0.057,3.1744,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42003980700,42,3,980700,0.217,42003,42003980700,PA,Pennsylvania,Allegheny County,"Census Tract 9807, Allegheny County, Pennsylvania",19,28,45,15,10,16,10,0,154,0,487,54600,8113,0,436,1,1,1,0,0,436,0,189,0,109,0,154,0,154,0,0,-999,0,-999,54600,8113,0,-999,0.052631,0.052631,0.1,0,0,-999,0,-999,0,-999,0,-999,0,-999,0,0,0,0.0319,0,0.0319,0,0.022,0.019,0.642,0.683,0.045,0,0,0,0,0,0,0,0,0,0,0,0.7149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42091201006,42,91,201006,2.04,42091,42091201006,PA,Pennsylvania,Montgomery County,"Census Tract 2010.06, Montgomery County, Pennsylvania",2224,2348,166,930,851,56,892,0,154,85,454,58624,9426,27,394,519,389,16,207,0,436,106,121,0,109,10,110,13,111,0,0,0.065587,0.076301,0.407216,58624,9426,0.016294,0.237776,0.233363,0.17491,0.01793721,0.093075,0,0.195515,0.124559,0.141949,0,0.128084,0.012121,0.13333,0.015757,0.13454,0,0,0.612,0.0203,0.032,0.6643,0.0951,0.923,0.159,0.02,1.102,0.135,0.477,0,0.477,0.21,0.796,0,0.693,0.111,0,1.6,0.224,3.8433,0.0632,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42017105509,42,17,105509,4.118,42017,42017105509,PA,Pennsylvania,Bucks County,"Census Tract 1055.09, Bucks County, Pennsylvania",4534,4571,313,1541,1476,70,1497,0,154,125,416,62961,11434,71,381,541,1305,67,544,42,412,0,189,0,109,13,111,40,115,0,0,0.03369,0.057444,0.191056,62961,11434,0.022822,0.122454,0.11932,0.287825,0.04475617,0.119982,0.009575,0.093932,0,0.128048,0,0.073848,0.008807,0.075202,0.0271,0.077902,0,0,0.403,0.016,0.049,0.468,0.0485,0.239,0.918,0.101,1.258,0.243,0.559,0.644,1.203,0.655,0,0,0.608,0.215,0,0.823,0.058,3.752,0.0563,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42101023100,42,101,23100,0.283,42101,42101023100,PA,Pennsylvania,Philadelphia County,"Census Tract 231, Philadelphia County, Pennsylvania",1262,1090,141,562,517,60,526,0,154,29,464,80993,21454,16,408,185,331,42,133,4,422,0,189,0,109,0,154,40,115,0,0,0.141284,0.047619,0.761739,80993,21454,0.0199,0.507456,0.146592,0.262282,0.0798479,0.105388,0.004069,0.429297,0,0.36557,0,0.210831,0,0.309236,0.080321,0.230707,0,0,0.272,0.0041,0.04,0.3161,0.0188,0.432,0.839,0.474,1.745,0.708,0.516,0.448,0.964,0.521,0,0,0,0.554,0,0.554,0.03,3.5791,0.0482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42017105505,42,17,105505,1.975,42017,42017105505,PA,Pennsylvania,Bucks County,"Census Tract 1055.05, Bucks County, Pennsylvania",3981,3861,200,1521,1470,39,1460,5,110,145,415,49336,5395,83,348,597,1063,80,371,22,424,53,34,0,109,0,154,26,27,5,0.001295,0.028489,0.081005,0.231523,49336,5395,0.032033,0.1343,0.149962,0.267018,0.05479452,0.093192,0.006107,0.117711,0.036054,0.023109,0,0.074149,0,0.111191,0.018772,0.019478,0.001255,0.01,0.651,0.0466,0.076,0.7836,0.1264,0.46,0.857,0.194,1.511,0.492,0.477,0.54,1.017,0.559,0.533,0,0,0.141,0.441,1.115,0.113,4.4266,0.1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42017105010,42,17,105010,1.203,42017,42017105010,PA,Pennsylvania,Bucks County,"Census Tract 1050.10, Bucks County, Pennsylvania",4009,4023,230,1548,1534,34,1523,6,110,128,368,43427,3555,71,400,453,883,126,312,34,409,4,154,14,22,0,154,16,112,0,0.001491,0.027342,0.052032,0.149491,43427,3555,0.024755,0.139462,0.112995,0.220254,0.08273145,0.077824,0.008833,0.10626,0.002607,0.100391,0.009126,0.01434,0,0.103425,0.010745,0.075217,0,0.011,0.325,0.076,0.055,0.467,0.0482,0.201,0.541,0.5,1.242,0.23,0.423,0.622,1.045,0.573,0.278,0.578,0,0.077,0,0.933,0.074,3.687,0.0535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42017101802,42,17,101802,5.051,42017,42017101802,PA,Pennsylvania,Bucks County,"Census Tract 1018.02, Bucks County, Pennsylvania",6554,7051,236,1975,2114,88,1947,11,110,218,360,39060,2639,88,331,505,2374,88,864,113,386,82,46,7,11,24,111,13,111,0,0.00156,0.0156,0.06069,0.100102,39060,2639,0.021379,0.080414,0.077052,0.362221,0.04519774,0.131827,0.017625,0.060205,0.038789,0.021699,0.003311,0.005201,0.011352,0.052504,0.006149,0.052506,0,0.011,0.443,0.1151,0.044,0.6131,0.0839,0.075,0.993,0.105,1.173,0.178,0.591,0.775,1.366,0.735,0.546,0.483,0.674,0.045,0,1.748,0.28,4.9001,0.188,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42029303100,42,29,303100,6.322,42029,42029303100,PA,Pennsylvania,Chester County,"Census Tract 3031, Chester County, Pennsylvania",4208,4238,19,1459,1402,61,1420,10,110,84,410,72034,8280,20,408,542,1222,61,396,22,424,0,189,0,109,0,154,11,110,0,0.002359,0.025955,0.045258,0.22083,72034,8280,0.007178,0.146446,0.128802,0.290399,0.04295774,0.094106,0.005378,0.103667,0,0.134807,0,0.077746,0,0.109843,0.007845,0.078458,0,0.011,0.242,0.0069,0.016,0.2759,0.0138,0.297,0.923,0.087,1.307,0.283,0.481,0.509,0.99,0.542,0,0,0,0.057,0,0.057,0.009,2.6299,0.0106,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42091207103,42,91,207103,2.719,42091,42091207103,PA,Pennsylvania,Montgomery County,"Census Tract 2071.03, Montgomery County, Pennsylvania",4095,4223,161,1446,1448,39,1410,11,110,74,425,35133,2466,128,351,459,1075,105,403,60,396,0,189,0,109,12,110,0,154,5,0.002604,0.026047,0.030081,0.172741,35133,2466,0.044896,0.123098,0.112087,0.262515,0.07446808,0.098412,0.014873,0.098163,0,0.130524,0,0.075276,0.008287,0.075966,0,0.106353,0.001221,0.012,0.096,0.1627,0.129,0.3997,0.0347,0.198,0.84,0.417,1.455,0.43,0.496,0.742,1.238,0.671,0,0,0.595,0,0.439,1.034,0.098,4.1267,0.0876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42085031700,42,85,31700,0.705,42085,42085031700,PA,Pennsylvania,Mercer County,"Census Tract 317, Mercer County, Pennsylvania",2516,2504,177,1104,1094,76,1053,7,110,34,437,25920,2652,139,314,458,578,129,120,0,436,0,189,0,109,0,154,0,154,0,0.002795,0.043929,0.027441,0.352672,25920,2652,0.07449,0.16817,0.182034,0.229729,0.12250712,0.047694,0,0.188174,0,0.17276,0,0.099634,0,0.155085,0,0.155085,0,0.012,0.078,0.4287,0.274,0.7927,0.1298,0.717,0.636,0.742,2.095,0.942,0.273,0,0.273,0.101,0,0,0,0,0,0,0,3.1607,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42029304405,42,29,304405,2.996,42029,42029304405,PA,Pennsylvania,Chester County,"Census Tract 3044.05, Chester County, Pennsylvania",6319,6345,176,1992,1972,73,1965,18,113,174,389,43335,4034,119,374,380,2092,92,695,21,409,0,189,21,25,0,154,0,154,0,0.002836,0.017809,0.053869,0.120322,43335,4034,0.030233,0.095014,0.060136,0.331065,0.04681933,0.109985,0.003598,0.070082,0,0.095841,0.010649,0.012671,0,0.078093,0,0.078093,0,0.012,0.35,0.0776,0.07,0.5096,0.0588,0.033,0.976,0.116,1.125,0.147,0.529,0.424,0.953,0.514,0,0.593,0,0,0,0.593,0.033,3.1806,0.0241,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42091205809,42,91,205809,0.879,42091,42091205809,PA,Pennsylvania,Montgomery County,"Census Tract 2058.09, Montgomery County, Pennsylvania",2811,2704,131,1008,1003,29,989,9,110,81,411,39482,3936,77,347,471,653,45,532,90,400,0,189,0,109,0,154,0,154,0,0.003337,0.040785,0.05625,0.285331,39482,3936,0.040633,0.183106,0.167556,0.232301,0.0455005,0.189256,0.034429,0.153011,0,0.188434,0,0.108673,0,0.153539,0,0.153539,0,0.013,0.387,0.1123,0.114,0.6263,0.0876,0.59,0.655,0.107,1.352,0.327,0.684,0.873,1.557,0.829,0,0,0,0,0,0,0,3.5353,0.0447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42029303901,42,29,303901,3.797,42029,42029303901,PA,Pennsylvania,Chester County,"Census Tract 3039.01, Chester County, Pennsylvania",4646,4613,191,1403,1337,71,1370,13,111,106,414,48603,6595,54,395,530,967,49,496,21,409,39,161,0,109,0,154,13,111,608,0.003419,0.029194,0.047342,0.184806,48603,6595,0.020516,0.150071,0.114076,0.208136,0.03576642,0.106758,0.004791,0.093314,0.029169,0.120408,0,0.081525,0,0.118188,0.009976,0.085185,0.130865,0.013,0.268,0.0504,0.042,0.3734,0.0297,0.209,0.421,0.049,0.679,0.045,0.519,0.483,1.002,0.552,0.499,0,0,0.071,0.938,1.508,0.196,3.5624,0.0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1400000US42029303302,42,29,303302,9.471,42029,42029303302,PA,Pennsylvania,Chester County,"Census Tract 3033.02, Chester County, Pennsylvania",4709,4292,295,2119,2047,159,2011,15,111,38,451,68259,8725,16,423,1230,972,63,366,0,436,294,155,0,109,0,154,165,100,63,0.003494,0.02586,0.021169,0.251236,68259,8725,0.004791,0.126684,0.261201,0.206413,0.03132769,0.077723,0,0.104858,0.143624,0.074894,0,0.053248,0,0.078291,0.083884,0.050407,0.013378,0.013,0.047,0.01,0.013,0.083,0.0003,0.961,0.403,0.035,1.399,0.375,0.422,0,0.422,0.176,0.827,0,0,0.569,0.698,2.094,0.422,3.998,0.0745,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42133023302,42,133,23302,8.155,42133,42133023302,PA,Pennsylvania,York County,"Census Tract 233.02, York County, Pennsylvania",6369,5971,252,2501,2352,153,2400,22,26,119,401,31372,1854,359,333,786,1554,218,569,12,423,0,189,214,90,0,154,54,127,25,0.003684,0.004351,0.034077,0.114778,31372,1854,0.085394,0.07909,0.12341,0.243994,0.09083333,0.089338,0.00206,0.072642,0,0.080357,0.090986,0.037804,0,0.069904,0.024512,0.057628,0.003925,0.014,0.131,0.2387,0.343,0.7267,0.1101,0.264,0.748,0.574,1.586,0.571,0.464,0.331,0.795,0.408,0,0.824,0,0.191,0.578,1.593,0.222,4.7007,0.1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
